id,name,property_type,room_type,bathrooms,bedrooms,beds,price
7381.0,Chalet Chocolat in medieval alpine village,Entire rental unit,Entire home/apt,1.0,1.0,2.0,87.0
26809.0,"Quiet bedroom, private bathroom",Private room in rental unit,Private room,1.0,1.0,2.0,296.5
50123.0,Not Available any longer,Private room in rental unit,Private room,1.0,1.0,4.0,762.0
129558.0,Vos vacances à Lausanne,Private room in rental unit,Private room,1.625,1.25,2.75,350.25
259823.0,"Spacious, quiet, downtown, near lake & transports",Entire rental unit,Entire home/apt,1.625,2.0,2.5,260.75
268195.0,"Chalet Balthazar 4 - Central Villars, Great Views",Entire rental unit,Entire home/apt,3.0,3.0,4.0,395.0
282240.0,Wonderful LOFT PRIVAT in citycenter,Entire loft,Entire home/apt,1.5,1.0,1.0,179.0
347194.0,Castle in the hill. Stunning view 1,Room in bed and breakfast,Hotel room,1.0,2.0,3.0,249.0
361490.0,Castle in the hill. Stunning view 2,Entire rental unit,Entire home/apt,1.0,1.0,2.0,220.0
441365.0,Centré 2 pieces superbe appartement,Entire rental unit,Entire home/apt,1.0,1.0,1.0,100.0
465603.0,Spacious room - private bathroom,Private room in rental unit,Private room,1.0,1.0,1.0,42.0
481748.0,Duplex! Center of Vevey. Character!,Entire rental unit,Entire home/apt,2.0,2.0,1.0,191.0
484112.0,Great lake views and beautiful modern flat,Entire condo,Entire home/apt,1.625,1.0,2.5,260.75
545587.0,Bright 2nd floor Business/ Holiday apartment,Entire condo,Entire home/apt,1.0,1.0,1.0,157.0
563402.0,Heidi Chalet Alps - Unique Experience - Authentic,Entire rental unit,Entire home/apt,2.5,6.0,10.0,475.0
580402.0,"A4C3Coeur de ville, chambre privée",Private room in rental unit,Private room,1.25,1.25,1.0,98.25
592411.0,Minuit Soleil Room in the Lavaux!,Private room in villa,Private room,1.0,3.0,1.0,55.0
605354.0,Chambre double située à Cully ! Wc/douche privatif,Private room in bed and breakfast,Private room,1.0,1.0,2.0,90.0
614885.0,"""Silvano"" private room and bathroom",Private room in villa,Private room,1.0,1.0,1.0,50.0
614923.0,Bambou Room right in the Lavaux !,Private room in villa,Private room,1.0,1.0,1.0,80.0
630291.0,White Double room in Cully Village wc/douche privé,Private room in bed and breakfast,Private room,1.0,1.0,2.0,90.0
734992.0,house with a view,Entire home,Entire home/apt,1.0,1.0,1.5,88.75
806451.0,Sunset on the Leman Lake - Montreux,Private room in home,Private room,1.0,1.0,1.0,180.0
932282.0,"A3/C2 Coeur de Ville, Magnifique chambre",Private room in rental unit,Private room,1.0,1.0,1.0,60.0
966106.0,Modern apartment in the mountains with sauna,Entire rental unit,Entire home/apt,1.0,1.0,2.0,130.0
970278.0,20 min:Lausanne/Neuchâtel,Private room in guesthouse,Private room,1.0,2.0,1.5,115.0
998336.0,Duplex flat in Gstaad / Rougemeont,Entire chalet,Entire home/apt,1.0,2.0,1.5,86.0
1040903.0,Face to the lake and the Alps!,Private room in home,Private room,1.0,1.0,2.0,49.0
1117582.0,View Magnifique Lac Léman - Chardonne,Entire rental unit,Entire home/apt,2.0,2.0,3.0,390.0
1127066.0,Historical Chalet Gryon-Les Plans,Entire chalet,Entire home/apt,2.5,3.0,4.0,230.0
1134905.0,Loft en milieu rural à Eclagnens,Entire loft,Entire home/apt,1.0,1.0,1.0,125.0
1140136.0,La Chambre #11,Private room in guesthouse,Private room,1.0,1.0,1.0,180.0
1157613.0,Stunning Suite with a view in the vineyards,Room in bed and breakfast,Hotel room,1.5,2.0,3.0,270.0
1182243.0,Cozy apartment in beautiful garden!,Entire rental unit,Entire home/apt,1.0,1.0,2.0,75.0
1189018.0,NYON  -  SUPERB flat by the lake,Entire rental unit,Entire home/apt,1.0,1.0,1.0,225.0
1209679.0,Ski in/out Retro modern chalet w/ stunning views,Entire chalet,Entire home/apt,1.5,3.0,4.0,142.0
1237327.0,H2otes,Private room in home,Private room,1.0,1.0,1.0,79.0
1262248.0,Single bedroom in Morges 10 min from train station,Private room in rental unit,Private room,1.0,1.0,1.0,65.0
1285195.0,Nice 1 bedroom flat in Lausanne,Entire rental unit,Entire home/apt,1.0,2.0,1.25,113.5
1318979.0,Studio Les Avants sur Montreux,Entire rental unit,Entire home/apt,1.0,1.0,1.0,70.0
1349096.0,Entire flat with panoramic Mont Blanc view,Entire rental unit,Entire home/apt,1.0,1.0,1.0,100.0
1371803.0,65sqm w/balcony in heart of town,Entire rental unit,Entire home/apt,1.0,1.0,1.0,120.0
1388711.0,Chalet aux pieds des pistes avec places de parcs,Entire chalet,Entire home/apt,1.0,3.0,1.75,149.75
1411747.0,"Stylish, cosy and independent cottage",Entire home,Entire home/apt,1.0,1.0,2.0,180.0
1418503.0,Comfortable flat in city center (80m2),Entire rental unit,Entire home/apt,1.0,2.0,2.0,125.0
1500807.0,Living and vacation in garden eden and palm oasis,Private room in villa,Private room,1.5,1.0,2.0,99.0
1516660.0,Chalet pieds dans l'eau lac de Joux,Entire chalet,Entire home/apt,0.5,2.0,2.0,250.0
1519749.0,Perle de Lavaux with outstanding Lake Léman views,Entire guesthouse,Entire home/apt,1.0,1.0,1.0,170.0
1523160.0,Appart au coeur de Lausanne,Entire rental unit,Entire home/apt,1.0,0.0,1.0,181.0
1533295.0,"Nyon center, cosy & calm, 5 min walk to lake",Private room in home,Private room,1.0,1.0,1.0,70.0
1544283.0,Charming apartment with parking,Entire rental unit,Entire home/apt,1.0,1.0,2.0,130.0
1553553.0,Comfortable room in the city center,Private room in rental unit,Private room,1.125,1.75,2.0,104.0
1558799.0,Nice flat close to the lake,Entire rental unit,Entire home/apt,1.375,1.0,1.75,266.25
1664994.0,Joli studio refait à neuf plein cœur de Lausanne,Entire rental unit,Entire home/apt,1.0,1.0,4.75,99.0
1730957.0,"Cosy flat, recently renovated, 15 min from Gstaad",Entire rental unit,Entire home/apt,1.5,3.0,5.0,300.0
1757721.0,Century-old Swiss chalet with views to die for,Entire chalet,Entire home/apt,2.0,6.0,8.0,350.0
1814514.0,A4C2 très grande et belle chambre,Private room in rental unit,Private room,1.0,1.0,1.0,62.0
1816290.0,"A3C2 Belle chambre, centre ville",Private room in home,Private room,1.0,1.0,1.0,60.0
1816791.0,A3C1 Superbe chambre avec TV et WIF,Private room in rental unit,Private room,1.0,1.0,1.0,68.0
1817066.0,Chambre 44,Private room in rental unit,Private room,1.0,1.0,1.0,60.0
1817193.0,Très belle chambre centrée a4c1,Private room in rental unit,Private room,1.0,1.0,1.0,60.0
1817309.0,A6C1 Superbe chambre centrée,Private room in rental unit,Private room,1.0,1.0,1.0,62.0
1817350.0,A6C2 Grande chambre centrée,Private room in rental unit,Private room,1.0,1.0,1.0,60.0
1817986.0,A6C2 lumineuse chambre centrée,Private room in rental unit,Private room,1.0,1.0,1.0,68.0
1818109.0,Chambre A6C3 centrée su centre ville,Private room in rental unit,Private room,1.0,1.0,1.0,65.0
1819778.0,Chambre 41 au 4ème,Private room in rental unit,Private room,1.0,1.0,1.0,65.0
1819939.0,"Chambre 43, Superbe,calme, centrée",Private room in rental unit,Private room,1.0,1.0,1.0,55.0
1825632.0,37sqm in the heart of Lausanne,Entire rental unit,Entire home/apt,1.0,2.0,2.0,91.0
1849323.0,"A3c3 chambre avec télévision, WIFI",Private room in rental unit,Private room,1.5,1.0,1.0,65.0
1849590.0,A 2-room flat in an amazing house !,Entire rental unit,Entire home/apt,1.0,1.0,1.0,123.0
1869460.0,Lake view @Lausanne : the nest,Entire rental unit,Entire home/apt,1.0,2.0,1.75,162.25
1870716.0,"A5C2 Adorable chambre, centre ville",Private room in rental unit,Private room,1.0,1.0,1.0,62.0
1878876.0,Luxurious apartment,Entire rental unit,Entire home/apt,1.0,1.0,2.0,220.0
1932911.0,Dreamy HUGE 3 BD Heart of Lausanne,Entire rental unit,Entire home/apt,2.0,2.0,2.0,390.0
1957065.0,"Lovely ap in green, 10min -> center",Entire rental unit,Entire home/apt,1.25,1.0,2.0,130.5
1977589.0,Bel appart au coeur de Lausanne,Entire rental unit,Entire home/apt,1.375,1.0,4.0,248.25
2026473.0,Suite in Hotel Bristol Villars (Renovated Oct 17),Entire rental unit,Entire home/apt,2.0,2.0,4.0,130.0
2052062.0,Wonderful apartment! Gorgeous view!,Entire home,Entire home/apt,1.0,2.0,2.0,150.0
2053322.0,Wohnen mit Blick auf den Murtensee,Entire loft,Entire home/apt,1.0,1.0,2.0,205.0
2053521.0,Appartement 4p centre Lausanne,Entire rental unit,Entire home/apt,1.0,2.0,2.0,141.0
2056132.0,Lovely 1 Bed Apt. Sleeps 4. Incredible view!,Entire rental unit,Entire home/apt,1.0,1.0,4.0,95.0
2078414.0,Lovely 4 bedr. chalet slope at 150m,Entire chalet,Entire home/apt,2.0,4.0,8.0,172.0
2087180.0,Lovely apartment 15min from Gstaad,Entire rental unit,Entire home/apt,2.0,3.0,5.0,231.0
2141949.0,"Swiss Mountain Chalet at La Lecherette, Les Mosses",Entire chalet,Entire home/apt,1.0,2.0,6.0,124.0
2143323.0,Cosy Two bedroom garden apartment in a chalet,Entire rental unit,Entire home/apt,1.0,2.0,4.0,157.0
2161162.0,CHALET style flat SPECTACULAR VIEWS,Entire rental unit,Entire home/apt,1.5,2.0,3.0,190.0
2174806.0,Appartement de Charme Gryon/Villars /longue durée,Entire rental unit,Entire home/apt,1.0,2.0,4.0,100.0
2207864.0,Appartement 3ch. ensoleillé et vue sur le lac,Entire rental unit,Entire home/apt,1.375,3.0,2.25,186.25
2245728.0,"Appartement calme centré 4,5 pièces",Entire townhouse,Entire home/apt,1.0,3.0,4.0,120.0
2275816.0,Old beautiful swiss alp chalet,Entire chalet,Entire home/apt,2.5,5.0,5.0,300.0
2280853.0,"Maison Vigneronne, design-loft sur lac - Unesco",Private room in home,Private room,1.0,1.0,1.0,220.0
2327836.0,Cozy holiday flat in 16th cen. home,Entire rental unit,Entire home/apt,1.0,2.0,2.0,111.0
2352898.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 1",Private room in bed and breakfast,Private room,1.0,2.0,1.0,150.0
2360021.0,A5c3 lumineuse chambre centrée,Private room in rental unit,Private room,1.0,1.0,1.0,65.0
2374494.0,"Villa 5 chambres, magnifique vue sur le lac leman",Entire villa,Entire home/apt,1.0,5.0,7.0,399.0
2422147.0,Rooms in beautiful house near lake,Private room in home,Private room,1.0,3.0,4.0,74.0
2452551.0,Nice room with breakfast,Private room in bed and breakfast,Private room,1.5,4.0,4.0,310.75
2456017.0,Villa de standing Le Haut des Vignes Lutry/Lavaux,Entire home,Entire home/apt,3.0,4.0,4.0,620.0
2486070.0,Ski-in/ski-out family chalet “Le Pigeonnier”,Entire chalet,Entire home/apt,1.5,4.0,4.5,318.25
2548834.0,Bright flat with a view (lake),Entire rental unit,Entire home/apt,1.625,2.0,3.0,186.5
2581462.0,GRYON appartement chalet vue unique,Entire rental unit,Entire home/apt,1.0,2.0,4.0,200.0
2581753.0,Chigny Above Morges,Entire home,Entire home/apt,2.5,4.0,4.0,400.0
2589568.0,Luxury 4-bed house with stunning views!,Entire home,Entire home/apt,2.5,4.0,6.0,618.0
2603004.0,Modern fully equipped studio in private villa,Entire rental unit,Entire home/apt,1.0,0.0,1.0,65.0
2616263.0,Studiette Agatha à Lutry-la Conversion,Entire rental unit,Entire home/apt,1.0,1.0,1.0,79.0
2618694.0,"Adorable Alpine Chalet in Leysin,CH",Entire home,Entire home/apt,1.25,3.0,2.0,248.75
2619672.0,Perfect location in Villars,Entire rental unit,Entire home/apt,1.0,2.0,3.0,180.0
2654856.0,Charming bright house in Rolle,Entire home,Entire home/apt,2.0,3.0,3.0,260.0
2705541.0,Jolie  chambre Prilly-Lausanne,Private room in home,Private room,1.75,3.25,3.5,323.25
2729067.0,Chambre individuelle avec petit déjeuner inclus.,Private room in townhouse,Private room,1.0,1.0,1.0,120.0
2749114.0,Chambre d'hôtes,Private room in rental unit,Private room,1.0,1.0,1.0,63.0
2755242.0,"Hotel de l'Ours - Vuiteboeuf, near Yverdon",Room in hotel,Private room,1.0,1.0,1.0,71.0
2799472.0,Studio charmant au coeur de la campagne (25m²),Entire condo,Entire home/apt,1.0,1.0,1.0,95.0
2816957.0,Lutry with a bird's eye view of ...,Entire home,Entire home/apt,1.0,1.0,1.25,83.75
2821234.0,Cosy traditional Swiss Chalet near by Gstaad,Entire home,Entire home/apt,2.5,4.0,5.0,379.0
2858929.0,Grande chambre à louer,Private room in rental unit,Private room,1.0,1.0,1.0,47.0
2940156.0,Apartment with large balcony,Entire rental unit,Entire home/apt,1.375,1.0,1.75,159.25
2949761.0,EPiC Appart 5min center Lausanne,Entire rental unit,Entire home/apt,1.75,3.0,2.25,235.0
2958052.0,Traum-Ferienwohnung am Murtensee,Entire rental unit,Entire home/apt,1.0,1.0,2.0,130.0
2975140.0,Chalet du 18e rénové / vue époustouflante,Entire chalet,Entire home/apt,2.0,3.0,3.0,360.0
3024073.0,Spacious Room with private bathroom 500m from EPFL,Private room in villa,Private room,1.5,1.0,1.0,100.0
3063638.0,Villars Chalet-Stunning Views  ★★★★★,Entire rental unit,Entire home/apt,1.0,1.0,1.0,106.0
3090340.0,Appartement in Lausanne,Entire rental unit,Entire home/apt,1.25,1.0,1.75,158.0
3096599.0,House in Villars-Burquin-Yverdon,Entire home,Entire home/apt,2.5,3.0,3.0,350.0
3096833.0,Appartement attique meublé 80m2 4 ch. gd balcon,Entire rental unit,Entire home/apt,1.5,2.0,2.0,150.0
3117298.0,Comfortable room,Private room in home,Private room,1.0,1.0,1.0,54.0
3136919.0,Chaleureux appartement vue sur lac Léman,Entire rental unit,Entire home/apt,1.25,2.0,2.0,108.75
3140256.0,"Great apartment, perfect location !",Entire rental unit,Entire home/apt,2.375,1.0,5.0,412.0
3273833.0,Exclusive fully serviced apartment,Entire serviced apartment,Entire home/apt,1.0,2.0,4.0,200.0
3276400.0,Lausanne: Bright with view on lake,Entire rental unit,Entire home/apt,1.25,3.0,2.0,108.75
3304985.0,Joli 3 1/2 pces 4 personnes,Entire rental unit,Entire home/apt,1.5,2.0,1.5,152.5
3327148.0,villa avec jardin lausanne nord,Entire home,Entire home/apt,1.125,3.0,1.25,102.0
3406113.0,Appartement  La Coudraie.,Entire rental unit,Entire home/apt,1.5,1.0,2.0,98.0
3437462.0,Gstaad Paradise View Chalet with Outdoor Jacuzzi,Entire chalet,Entire home/apt,3.0,5.0,8.0,1069.0
3467210.0,Appartment to subrent for 3 weeks,Entire rental unit,Entire home/apt,1.125,1.0,2.0,104.5
3523349.0,Modern Family House near Lausanne,Entire home,Entire home/apt,1.625,4.0,4.25,127.5
3564631.0,Nice room with breakfast,Private room in farm stay,Private room,1.875,3.75,5.0,368.0
3570844.0,Meeting Air14 PAYERNE,Entire rental unit,Entire home/apt,1.125,3.0,2.0,104.5
3584687.0,Appartement 3 pièces pour 4(6) pers,Entire rental unit,Entire home/apt,1.0,2.0,4.0,45.0
3593815.0,Chambre à deux pas du lac.,Private room in bed and breakfast,Private room,1.0,1.0,0.0,100.0
3639774.0,Studio with terrace on the Lake,Entire rental unit,Entire home/apt,1.0,1.0,1.0,150.0
3647418.0,"Studio Apt -  Beautiful View, Free parking",Private room in home,Private room,1.0,0.0,1.0,125.0
3684056.0,"Clean, quiet and bright apartement near the lake",Entire rental unit,Entire home/apt,1.0,1.0,1.0,120.0
3758124.0,Grande Maison au Porte de Lausanne,Entire home,Entire home/apt,1.875,4.0,3.5,360.75
3770728.0,2nd nice flat in Lavaux-Lausanne,Entire home,Entire home/apt,1.75,1.0,3.25,289.25
3798768.0,Cozy studio in Lausanne downtown,Entire rental unit,Entire home/apt,1.125,1.0,2.0,90.75
3814927.0,Attractive appartment in quiet neighborhood,Private room in rental unit,Private room,1.375,2.5,3.75,149.5
3876432.0,Small room with breakfast - Colombo,Private room in farm stay,Private room,1.875,3.75,3.5,288.0
3914215.0,Nice Flat,Entire rental unit,Entire home/apt,1.75,3.0,4.5,260.25
3949880.0,Studio bussigny-près-Lausanne  EPFL,Entire condo,Entire home/apt,1.0,1.0,1.0,95.0
3974321.0,Wonderfull Swiss Chalet in Villars,Entire home,Entire home/apt,2.5,5.0,9.0,290.0
3974478.0,Chambre spacieuse et calme,Private room in rental unit,Private room,1.75,2.5,4.5,260.25
4012191.0,wintersport Alpe des Chaux,Entire rental unit,Entire home/apt,1.375,4.0,2.0,199.75
4128583.0,Sunset House (Option jacuzzi),Entire home,Entire home/apt,2.5,3.0,4.0,568.0
4138941.0,Ferme rénovée entre lac et montagne 15min Lausanne,Entire home,Entire home/apt,2.0,4.0,6.0,150.0
4178229.0,Petit Muveran - 328C Villars Bristol Apartments,Entire serviced apartment,Entire home/apt,1.0,1.0,1.0,184.0
4208919.0,Apartment Villars Sur Ollon,Entire rental unit,Entire home/apt,3.0,4.0,6.0,229.0
4234250.0,"Nyon, Switzerland",Private room in rental unit,Private room,2.125,2.75,5.0,283.25
4292155.0,Studio au bord du lac.,Entire home,Entire home/apt,1.0,1.0,2.0,80.0
4340750.0,Ferme au calme proche Lausanne,Entire home,Entire home/apt,1.25,4.0,2.25,112.5
4352919.0,Appartement sur 2 étages,Entire rental unit,Entire home/apt,2.5,4.0,8.0,160.0
4353388.0,Une propriété de charme entre Lausanne et Genève,Entire guesthouse,Entire home/apt,4.0,4.0,6.0,700.0
4368297.0,"Joli appartement, vue magnifique (minimum 3 nuits)",Entire rental unit,Entire home/apt,1.0,1.0,4.0,88.0
4368702.0,House for 8-10 with swimming pool in Lausanne,Entire home,Entire home/apt,2.0,4.0,4.0,375.25
4433901.0,"Arzier House, Alps View, 30min to Geneva/Lausanne",Entire home,Entire home/apt,2.5,3.0,4.0,70.0
4461295.0,Full apartment 30m2  for your own,Entire rental unit,Entire home/apt,2.0,2.0,4.0,375.25
4555195.0,Chalet Gryon - vue spectaculaire,Entire chalet,Entire home/apt,1.25,3.0,1.75,105.25
4665909.0,High Mountain Chalet - Great Views!,Entire chalet,Entire home/apt,2.0,4.0,7.0,544.0
4712590.0,120m2-modern/view -Ouchy/ Lausanne,Entire rental unit,Entire home/apt,2.0,2.0,3.0,166.0
4740243.0,Home Away From Home in Switzerland! Modern & Cozy,Entire condo,Entire home/apt,2.0,2.0,3.0,243.0
4765006.0,"Dans la nature, proche de la Ville et des plages !",Entire rental unit,Entire home/apt,1.0,1.0,1.0,40.0
4771004.0,ELEGANT AND COMFORTABLE CHALET,Entire chalet,Entire home/apt,2.25,3.0,5.75,293.75
4790124.0,"Bel appart, 2 chambres, tout meublé",Entire rental unit,Entire home/apt,2.25,2.0,5.75,293.75
4818688.0,Lavaux - Loft - Artist flat with lake view,Entire condo,Entire home/apt,1.0,1.0,2.0,73.0
4822509.0,2 bedroom and 2 bathroom apartment,Entire rental unit,Entire home/apt,1.25,2.0,2.25,110.0
4843240.0,Monthly Room Rental (w/ private bathroom),Private room in rental unit,Private room,1.75,2.75,4.0,292.0
4863670.0,Nice flat with view lake/mountains,Entire rental unit,Entire home/apt,1.25,2.0,2.25,110.0
4900688.0,"Nice & Neat, in the Neighbourhood",Entire rental unit,Entire home/apt,2.0,1.0,4.75,476.5
4951936.0,Beautiful House with Pool,Entire home,Entire home/apt,1.25,4.0,2.0,93.25
4955410.0,studio meublé au coeur de Lausanne,Entire rental unit,Entire home/apt,1.0,1.75,1.25,122.5
4973054.0,Chalet La Chaumière,Entire chalet,Entire home/apt,1.0,3.0,4.0,170.0
5023983.0,Charming Swiss Mountain Apartment,Entire rental unit,Entire home/apt,1.0,2.0,2.0,105.0
5076688.0,Alp Sunrise - Top View Cozy Chalet,Entire chalet,Entire home/apt,2.0,3.0,5.0,567.0
5108203.0,"La Petite Maison, un belvédère sur le Léman",Entire villa,Entire home/apt,2.0,2.0,2.0,110.0
5120953.0,39 - Magnifique chambre indépendante,Private room in home,Private room,1.0,1.0,1.0,53.0
5158112.0,The Alps Wonder Chalet,Entire chalet,Entire home/apt,3.0,4.0,5.0,722.0
5166327.0,Chambres d'hôtes,Private room in bed and breakfast,Private room,1.0,1.0,3.0,50.0
5200254.0,Double room in Lausanne,Private room in rental unit,Private room,1.625,2.75,3.0,140.75
5210816.0,Appartement de 4 pc,Entire rental unit,Entire home/apt,1.25,2.0,2.25,110.0
5227160.0,Magnifique vue Lac Léman et Alpes,Entire rental unit,Entire home/apt,1.0,2.0,2.0,150.0
5231575.0,Charming apartment in Villars,Entire rental unit,Entire home/apt,1.25,2.0,2.25,110.0
5246376.0,Au coeur de Cully (Lavaux UNESCO),Private room in bed and breakfast,Private room,2.375,3.25,4.25,400.5
5284435.0,Swiss Chalet - Stunning view,Entire chalet,Entire home/apt,2.5,4.0,6.0,350.0
5286306.0,Appartement meublé de 6.5 pièces,Entire rental unit,Entire home/apt,1.625,5.0,3.0,140.75
5294229.0,"Ground floor, 110 m2, 3 BD+2Bath+terrace+garden",Entire condo,Entire home/apt,1.5,3.0,2.5,214.5
5336510.0,Founex-next to Geneva and Nyon,Entire rental unit,Entire home/apt,1.75,1.0,4.5,227.25
5376946.0,Chalet in Swiss Alps,Entire chalet,Entire home/apt,2.5,6.0,8.0,429.0
5379642.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 2",Private room in bed and breakfast,Private room,1.0,1.0,1.0,140.0
5379767.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 3",Private room in bed and breakfast,Private room,1.0,1.0,1.0,130.0
5379866.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 4",Private room in bed and breakfast,Private room,1.0,1.0,1.0,150.0
5391181.0,"Appartement avec une vue magnifique, proche du lac",Entire condo,Entire home/apt,1.75,4.0,4.25,302.25
5484594.0,Bel appartement à la ferme,Entire rental unit,Entire home/apt,1.25,3.0,2.5,114.0
5503470.0,Charming loft in Lausanne centre,Entire rental unit,Entire home/apt,1.375,3.0,4.25,138.5
5665758.0,Beau duplex avec terrasse et jardin,Entire rental unit,Entire home/apt,1.75,1.0,4.25,182.5
5675514.0,Spacious flat in Lausanne,Entire rental unit,Entire home/apt,1.625,3.0,5.25,194.5
5687218.0,Beautiful apartment near Lake Geneva,Entire rental unit,Entire home/apt,2.0,2.0,10.0,164.0
5725208.0,"2 pièce et demi très spacieux, 55m2",Entire rental unit,Entire home/apt,1.75,1.0,4.25,182.5
5732112.0,Nice apartment of 1.5 rooms,Entire rental unit,Entire home/apt,1.0,1.0,2.0,105.0
5754160.0,Monthly flatsharing (furnished w/private bathroom),Private room in rental unit,Private room,1.0,2.25,2.0,102.5
5763601.0,Latitude MM - Gîte – Romainmôtier,Entire rental unit,Entire home/apt,1.0,1.0,1.0,110.0
5767519.0,Confort cosy Ap /View lake /Private garden /2-4 p.,Entire rental unit,Entire home/apt,1.75,2.0,2.5,182.75
5777028.0,Chambre dans logement de charme,Private room in rental unit,Private room,1.75,2.0,2.5,182.75
5783934.0,Lovely duplex in Rougemont (Gstaad),Entire condo,Entire home/apt,3.0,3.0,4.0,351.0
5819303.0,Ve-Magnifique chambre en pleine nature,Private room in home,Private room,1.0,1.0,1.0,55.0
5827979.0,Glion/Montreux Villa Gais Alpins,Entire home,Entire home/apt,2.0,2.0,3.0,165.0
5855638.0,"Studio East - with garden, grill and pool",Entire rental unit,Entire home/apt,1.0,1.0,2.0,80.0
5865609.0,Chambre pour voyageur Max 4 nuit,Private room in rental unit,Private room,2.25,2.75,3.75,222.75
5867803.0,Beautiful Traditional Chalet,Entire chalet,Entire home/apt,3.0,4.0,5.0,220.0
5868998.0,"Chalet Aisha in Corbeyrier, Genfersee/Waadt",Entire chalet,Entire home/apt,1.0,2.0,3.0,155.0
5899583.0,"Charm & Design, Center of Lausanne",Private room in rental unit,Private room,1.0,1.0,2.0,70.0
5944573.0,Montreux Music BnB: friendliest in town!,Private room in rental unit,Private room,2.125,2.25,3.0,296.25
6029247.0,Nice studio with a garden,Entire rental unit,Entire home/apt,1.0,0.0,1.0,80.0
6034795.0,MiraLacLéman,Entire rental unit,Entire home/apt,2.5,1.0,3.75,191.0
6073398.0,Room with nice view in the city center,Private room in rental unit,Private room,1.25,1.75,1.75,135.0
6093817.0,Superbe loft au centre de Lausanne,Entire rental unit,Entire home/apt,1.0,2.0,3.0,208.0
6103647.0,Maison avec petit jardin,Private room in home,Private room,2.0,2.25,3.5,169.25
6125639.0,chambre à louer  Chez l’habitant,Private room in rental unit,Private room,2.0,1.0,1.0,50.0
6139424.0,Small Room in Lausanne Center,Private room in rental unit,Private room,1.0,2.75,2.0,111.25
6155300.0,Ancienne ferme,Entire home,Entire home/apt,2.0,4.0,3.5,169.25
6203571.0,"B&B ****  au pied du château Aigle, Switzerland",Entire home,Entire home/apt,3.0,3.0,5.0,275.0
6209108.0,Between the city and the lake,Entire rental unit,Entire home/apt,1.25,1.0,1.75,135.0
6211651.0,3 bedroom flat - amazing view,Entire condo,Entire home/apt,2.0,3.0,4.0,219.0
6212785.0,Oase am Murtensee,Entire home,Entire home/apt,1.0,3.0,4.0,195.0
6243212.0,"Résid du Glacier, Les Diablerets",Entire condo,Entire home/apt,1.0,3.0,4.0,133.0
6269643.0,Panorama unique sur le Lac Léman,Private room in villa,Private room,1.0,1.0,1.0,135.0
6284257.0,Lovely Apartment & Big Terrace in the City Center,Entire rental unit,Entire home/apt,1.625,3.0,4.0,158.5
6293970.0,Face to the lake and the mountains,Private room in home,Private room,1.0,1.0,1.0,49.0
6308691.0,Beautiful modern apartment (Geneva),Entire rental unit,Entire home/apt,1.625,2.0,4.0,158.5
6324039.0,"Room in a mansion ""N°9",Room in hotel,Private room,1.0,1.0,1.0,106.0
6371321.0,Charming home near Montreux,Entire chalet,Entire home/apt,1.5,3.0,6.0,120.0
6375070.0,Séjour au bord du lac Léman,Entire home,Entire home/apt,1.0,3.0,2.0,158.0
6433907.0,Spacious and sunny getaway,Entire rental unit,Entire home/apt,1.0,3.0,6.0,265.0
6478261.0,Bedroom with double bed,Private room in rental unit,Private room,1.875,2.0,3.25,287.5
6481040.0,Modern Montreux 2 Bedroom Apartment - Lake View,Entire rental unit,Entire home/apt,2.0,2.0,5.0,750.0
6530625.0,"""La Rosière"" Stylish Chalet in Villars Center",Entire chalet,Entire home/apt,5.5,6.0,11.0,549.0
6537136.0,Appartement Le Castel 1 ***,Entire rental unit,Entire home/apt,2.125,2.0,4.75,280.25
6574826.0,Cosy Flat in the old town of St-Prex,Private room in rental unit,Private room,1.0,2.5,3.0,150.5
6587740.0,A LOUER - Chambre à Lausanne,Private room in rental unit,Private room,2.125,1.75,6.75,288.5
6609071.0,Beautiful 2-bedroom Montreux Lake View Apartment,Entire rental unit,Entire home/apt,1.0,2.0,4.0,290.0
6609925.0,Chambre dans Villa individuelle,Private room in home,Private room,2.125,1.5,6.75,288.5
6612965.0,Bel appartement jardin ville,Entire condo,Entire home/apt,1.5,3.0,3.0,280.0
6619302.0,nice Studio in Vevey city center,Entire rental unit,Entire home/apt,1.0,0.0,1.0,100.0
6619594.0,Studio à la Riviera Vevey Montreux,Entire rental unit,Entire home/apt,1.0,1.0,2.0,102.0
6630697.0,Bel appart dans village typique !,Entire rental unit,Entire home/apt,2.125,2.0,6.75,288.5
6632870.0,Appartement in lakeside chalet,Entire rental unit,Entire home/apt,2.125,2.0,6.75,288.5
6635737.0,Cosy house close to Lausanne,Entire home,Entire home/apt,1.375,4.0,2.75,133.75
6652388.0,Apartment 80m2 top quality - St.George School area,Entire condo,Entire home/apt,1.0,1.0,2.0,180.0
6679437.0,Joli appartement au centre ville,Entire rental unit,Entire home/apt,1.25,1.0,5.25,208.75
6735295.0,lovely apartment front of the lac !,Entire rental unit,Entire home/apt,1.375,1.0,5.0,181.25
6759124.0,Chambre Montreux Jazz festival,Private room in rental unit,Private room,1.375,1.5,5.0,181.25
6762013.0,Room in Prilly,Private room in rental unit,Private room,1.0,2.25,3.0,150.5
