listing_url,name,property_type,host_is_superhost,host_acceptance_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,price
https://www.airbnb.com/rooms/17953342,Le Bristol A20 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,245.0
https://www.airbnb.com/rooms/17953344,Le Bristol A28 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,172.0
https://www.airbnb.com/rooms/17953350,Sapin Bleu 5 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,156.0
https://www.airbnb.com/rooms/17953352,Sapin Bleu 6 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,146.0
https://www.airbnb.com/rooms/17953361,Armorial II / apt 2 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,238.0
https://www.airbnb.com/rooms/17953363,Schuss 23 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,206.0
https://www.airbnb.com/rooms/17953364,Le Bouquetin 1 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,246.0
https://www.airbnb.com/rooms/17953365,Le Faucon 7 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,95.0
https://www.airbnb.com/rooms/17953369,Cristel 2 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,170.0
https://www.airbnb.com/rooms/17953371,Argentière 3 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,274.0
https://www.airbnb.com/rooms/17953372,Argentière 8 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,337.0
https://www.airbnb.com/rooms/17953385,Vermont 10 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,306.0
https://www.airbnb.com/rooms/17953387,Le Mont Blanc 8 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,155.0
https://www.airbnb.com/rooms/17953388,Le Mont Blanc 2 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,245.0
https://www.airbnb.com/rooms/17953389,Ermitage 13 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,196.0
https://www.airbnb.com/rooms/17954566,"Vue splendide - Lavaux, Alpes et Léman !",Entire condo,False,100.0,Bourg-en-Lavaux,Lavaux-Oron,119.0
https://www.airbnb.com/rooms/17957852,Les Arsets 301/11 by Interhome,Entire rental unit,False,94.0,Gryon,Aigle,199.0
https://www.airbnb.com/rooms/17957854,Chalet Zan-Fleuron by Interhome,Entire home,False,94.0,Gryon,Aigle,368.0
https://www.airbnb.com/rooms/17957855,Arsets 203/12 by Interhome,Entire rental unit,False,94.0,Gryon,Aigle,215.0
https://www.airbnb.com/rooms/17957856,Anémone 2/16 by Interhome,Entire rental unit,False,94.0,Gryon,Aigle,174.0
https://www.airbnb.com/rooms/17957857,Diamant 1 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,259.0
https://www.airbnb.com/rooms/17957859,Topaze 4 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,148.0
https://www.airbnb.com/rooms/17957860,Hyacinthe 2 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,249.0
https://www.airbnb.com/rooms/17957861,Topaze 2 by Interhome,Entire rental unit,False,94.0,Ollon,Aigle,148.0
https://www.airbnb.com/rooms/18018034,Joli appartement chaleureux et neuf au calme,Entire rental unit,False,55.0,Villars-Sainte-Croix,Ouest lausannois,140.0
https://www.airbnb.com/rooms/18019714,Room at only a few steps away from the waterfront,Private room in rental unit,False,70.25,Nyon,Nyon,291.25
https://www.airbnb.com/rooms/18022725,Bright flat close to EPFL & BSL,Entire rental unit,False,97.75,Chavannes-près-Renens,Ouest lausannois,95.0
https://www.airbnb.com/rooms/18028383,Modern 1 Bedroom + Roof Terrace #1 - Balcony,Entire rental unit,False,79.0,Lausanne,Lausanne,91.0
https://www.airbnb.com/rooms/18028895,Modern 1 Bedroom + Roof Terrace #2,Entire rental unit,False,79.0,Lausanne,Lausanne,97.0
https://www.airbnb.com/rooms/18055901,Charming private room near the centre,Private room in rental unit,False,75.25,Lausanne,Lausanne,135.0
https://www.airbnb.com/rooms/18056317,Appartement 3 pièces avec vue sur les montagnes,Entire rental unit,False,47.25,Lausanne,Lausanne,232.5
https://www.airbnb.com/rooms/18089279,Simple room in the city center,Private room in rental unit,False,84.5,Lausanne,Lausanne,142.5
https://www.airbnb.com/rooms/18097357,Riant-chalet,Entire rental unit,False,83.5,Château-d'Oex,Riviera-Pays-d'Enhaut,101.5
https://www.airbnb.com/rooms/18098286,Quiet and beautiful apartment in Lausanne center!,Entire rental unit,False,68.25,Lausanne,Lausanne,201.0
https://www.airbnb.com/rooms/18104769,"Appartment 2 min from the lake, calm, cosy & quiet",Entire rental unit,False,88.75,Vevey,Riviera-Pays-d'Enhaut,128.75
https://www.airbnb.com/rooms/18121431,Chalet avec vue Lac & les Montagnes,Entire home,False,71.5,Corsier-sur-Vevey,Riviera-Pays-d'Enhaut,108.75
https://www.airbnb.com/rooms/18121582,Modern flat near city center and CHUV,Entire rental unit,False,92.5,Lausanne,Lausanne,71.25
https://www.airbnb.com/rooms/18129658,Appartement in Lausanne centre,Entire rental unit,False,77.75,Lausanne,Lausanne,199.75
https://www.airbnb.com/rooms/18137362,2 Chambres  de charme avec belle vue,Private room in home,True,97.0,Champagne,Jura-Nord vaudois,123.75
https://www.airbnb.com/rooms/18147616,"Chambre privée, proche de Lausanne et de la nature",Private room in rental unit,False,75.25,Froideville,Gros-de-Vaud,195.5
https://www.airbnb.com/rooms/18176574,Cozy bedroom in Montreux next to train station,Private room in rental unit,False,73.75,Montreux,Riviera-Pays-d'Enhaut,124.75
https://www.airbnb.com/rooms/18186409,"Clos-du-Nant, charmant chalet à louer (Gryon)",Entire chalet,False,100.0,Gryon,Aigle,200.0
https://www.airbnb.com/rooms/18192549,Cozy studio,Entire rental unit,False,99.25,Saint-Légier-La Chiésaz,Riviera-Pays-d'Enhaut,167.75
https://www.airbnb.com/rooms/18221793,"Domaine du Parc, Chalet B101",Entire rental unit,False,100.0,Leysin,Aigle,240.0
https://www.airbnb.com/rooms/18224904,Modern 1 Bedroom + Roof Terrace #3 + Balcony,Entire rental unit,False,79.0,Lausanne,Lausanne,107.0
https://www.airbnb.com/rooms/18239533,Modern 1 Bedroom + Roof Terrace #4,Entire rental unit,False,79.0,Lausanne,Lausanne,111.0
https://www.airbnb.com/rooms/18253428,"Breathtaking view, ""cosy"" house, WELCOME :)",Private room in home,False,89.25,Chardonne,Riviera-Pays-d'Enhaut,128.75
https://www.airbnb.com/rooms/18279427,Reka-Ferienanlage Rougemont - Gstaad (1878),Entire rental unit,False,95.0,Rougemont,Riviera-Pays-d'Enhaut,120.25
https://www.airbnb.com/rooms/18287515,Modern 1 Bedroom + Roof Terrace #5 + Balcony,Entire rental unit,False,79.0,Lausanne,Lausanne,101.5
https://www.airbnb.com/rooms/18302950,Beautiful room near centre and park,Private room in rental unit,False,68.25,Lausanne,Lausanne,201.0
https://www.airbnb.com/rooms/18320001,1 Bed in a 4 Bed Room Lausanne Jeunotel,Shared room in hostel,False,100.0,Lausanne,Lausanne,159.0
https://www.airbnb.com/rooms/18326615,"Charme, calme à 15 min. de Lausanne",Private room in home,False,100.0,Savigny,Lavaux-Oron,251.5
https://www.airbnb.com/rooms/18338242,"""Le Balcon du Mont-Pèlerin""",Entire rental unit,True,100.0,Chardonne,Riviera-Pays-d'Enhaut,120.0
https://www.airbnb.com/rooms/18352959,"102 morges centre, chambre neuve",Private room in rental unit,False,100.0,Morges,Morges,159.0
https://www.airbnb.com/rooms/18362723,Maison villageoise à la campagne,Entire home,False,93.5,Montricher,Morges,114.0
https://www.airbnb.com/rooms/18383837,Coin de paradis dans village vaudois,Private room in villa,True,100.0,Duillier,Nyon,100.0
https://www.airbnb.com/rooms/18419291,Chalet Mont Blanc,Entire chalet,False,100.0,Grandevent,Jura-Nord vaudois,306.0
https://www.airbnb.com/rooms/18429339,Modern 1 Bedroom + Roof Terrace #6,Entire rental unit,False,79.0,Lausanne,Lausanne,101.5
https://www.airbnb.com/rooms/18447006,Appartement de charme privé dans maison ancienne,Entire rental unit,False,67.0,Grandson,Jura-Nord vaudois,110.0
https://www.airbnb.com/rooms/18455449,Magnificent view of the lake and the mountains,Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,290.0
https://www.airbnb.com/rooms/18461026,"73.Moderne  app.2,5 famille la vue superbe",Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,220.0
https://www.airbnb.com/rooms/18462230,"Beautiful lakeview, 2 Bathrooms, balconys,modern,",Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,450.0
https://www.airbnb.com/rooms/18485855,chambre agréable au calme dans un chalet suisse,Private room in home,True,100.0,Gingins,Nyon,85.0
https://www.airbnb.com/rooms/18496814,Studio with nice view on Lake Geneva & the alps,Entire rental unit,True,100.0,Montreux,Riviera-Pays-d'Enhaut,150.0
https://www.airbnb.com/rooms/18499928,Apt. 3.5 rooms 67m2 + balcony 10 m2 / Villars,Entire condo,False,0.0,Ollon,Aigle,170.0
https://www.airbnb.com/rooms/18517443,Studio cosy au cœur de la Vallée de Joux,Entire guest suite,False,100.0,Le Chenit,Jura-Nord vaudois,74.0
https://www.airbnb.com/rooms/18520757,Chalet de 1754 rénové,Entire chalet,False,91.0,Ormont-Dessus,Aigle,121.25
https://www.airbnb.com/rooms/18524276,estudio à échallens,Entire rental unit,False,0.0,Echallens,Gros-de-Vaud,129.0
https://www.airbnb.com/rooms/18535892,Route de Coinsin by Interhome,Entire home,False,96.0,Lussy-sur-Morges,Morges,345.0
https://www.airbnb.com/rooms/18535928,Noisette by Interhome,Entire home,False,96.0,Chardonne,Riviera-Pays-d'Enhaut,166.0
https://www.airbnb.com/rooms/18535935,Haute-Rive by Interhome,Entire rental unit,False,96.0,Montreux,Riviera-Pays-d'Enhaut,95.0
https://www.airbnb.com/rooms/18535937,Montreux - Panorama by Interhome,Entire rental unit,False,96.0,Montreux,Riviera-Pays-d'Enhaut,274.0
https://www.airbnb.com/rooms/18584596,Charmant chalet familial avec vue exceptionnelle,Entire chalet,True,91.0,Ollon,Aigle,450.0
https://www.airbnb.com/rooms/18626075,Maison d'hôtes - La Diligence - Lits 2+1,Private room in bed and breakfast,False,100.0,Saint-Cergue,Nyon,42.0
https://www.airbnb.com/rooms/18629582,"Atypical 1 BDR, Lake View, Art Lover",Entire rental unit,False,82.0,Pully,Lavaux-Oron,200.0
https://www.airbnb.com/rooms/18639499,Appartement cosy avec balcon et vue sur le lac,Entire rental unit,False,60.0,Lausanne,Lausanne,83.5
https://www.airbnb.com/rooms/18641262,Apartment 3.5 Rooms (100m2) on the top floor.,Entire rental unit,False,82.0,Lausanne,Lausanne,127.5
https://www.airbnb.com/rooms/18643967,Lovely appartment in Lausanne.,Entire rental unit,False,82.0,Lausanne,Lausanne,130.0
https://www.airbnb.com/rooms/18644878,DOWN TOWN STUDIO WITH PANORAMIC LAKE VIEW,Entire rental unit,False,82.0,Lausanne,Lausanne,110.0
https://www.airbnb.com/rooms/18660430,"Appartement idéal pour couple, centre de lausanne",Entire rental unit,False,77.75,Lausanne,Lausanne,89.0
https://www.airbnb.com/rooms/18680880,BEAUTIFUL APARTMENT WITH LAKE VIEW,Entire rental unit,False,82.0,Lausanne,Lausanne,120.0
https://www.airbnb.com/rooms/18747141,"Chalet Balthazar 3 - Central Villars, Garden ★★★★★",Entire rental unit,True,78.0,Ollon,Aigle,395.0
https://www.airbnb.com/rooms/18762866,Super private Luxury Chalet with Hotel facilities,Entire chalet,True,51.0,Rougemont,Riviera-Pays-d'Enhaut,144.0
https://www.airbnb.com/rooms/18763697,"Chambre 2 personnes, grande maison avec jardin",Private room in home,False,72.75,Leysin,Aigle,186.0
https://www.airbnb.com/rooms/18772849,Cute studio with beautiful view in the city center,Entire rental unit,False,86.0,Lausanne,Lausanne,291.5
https://www.airbnb.com/rooms/18778110,Lake view 180° Résidence Talleyrand,Entire rental unit,False,75.0,Lutry,Lavaux-Oron,135.0
https://www.airbnb.com/rooms/18782530,Appartement l'Eglantine,Entire rental unit,True,74.0,Leysin,Aigle,100.0
https://www.airbnb.com/rooms/18804115,Cozy B&B private room with a parking include,Private room in townhouse,False,100.0,Prilly,Ouest lausannois,120.0
https://www.airbnb.com/rooms/18804391,Chambre 42 calme au coeur de Lausanne.,Private room in hostel,True,96.0,Lausanne,Lausanne,66.0
https://www.airbnb.com/rooms/18815904,Eysins-5mns from Nyon-nice room w/private bathroom,Private room in rental unit,False,100.0,Eysins,Nyon,63.0
https://www.airbnb.com/rooms/18822145,Room 1,Private room in home,False,74.5,Cheseaux-Noréaz,Jura-Nord vaudois,171.0
https://www.airbnb.com/rooms/18836460,Double bed room in a flat close to the centre,Private room in rental unit,False,85.5,Lausanne,Lausanne,159.75
https://www.airbnb.com/rooms/18852427,AMAZING FLAT WITH MOUNTAIN VIEW,Entire rental unit,False,71.0,Lausanne,Lausanne,171.0
https://www.airbnb.com/rooms/18855455,"Amazing view, balcony, spacious, modern studio",Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,125.0
https://www.airbnb.com/rooms/18901697,"Mezzanine dans une chambre, accès partout",Private room in rental unit,False,100.0,Villars-le-Terroir,Gros-de-Vaud,63.0
https://www.airbnb.com/rooms/18932122,Duplex con magnificas vistas al lago !,Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,190.0
https://www.airbnb.com/rooms/18941605,"GREEN TENT1 , Auberge Social, Commugny, CH",Private room in tent,False,100.0,Commugny,Nyon,22.0
https://www.airbnb.com/rooms/18965375,Grand Chalet de standing Pleine vue Glacier,Entire chalet,False,80.0,Ormont-Dessus,Aigle,366.0
https://www.airbnb.com/rooms/18985851,Appartement bohème pour le Montreux jazz festival,Entire rental unit,False,84.0,Vevey,Riviera-Pays-d'Enhaut,128.75
https://www.airbnb.com/rooms/18993743,Un séjour plein de charme aux Posses!,Entire rental unit,False,100.0,Bex,Aigle,137.0
https://www.airbnb.com/rooms/19030421,"Chambre privée, Lausanne, Métro EPFL",Private room in condo,False,86.25,Ecublens (Vaud),Ouest lausannois,138.75
https://www.airbnb.com/rooms/19033105,1 à 2 chambre(s) disponible(s) secteur Blécherette,Private room in rental unit,False,62.5,Lausanne,Lausanne,82.25
https://www.airbnb.com/rooms/19038137,"Comfortable 100mt from Lake Geneva, ok tele-work",Entire rental unit,True,100.0,Montreux,Riviera-Pays-d'Enhaut,192.0
https://www.airbnb.com/rooms/19041272,Chambre à 5 minutes du centre-ville,Private room in rental unit,False,90.5,Lausanne,Lausanne,164.5
https://www.airbnb.com/rooms/19047106,Chalet Mirabelle,Entire rental unit,False,89.0,Château-d'Oex,Riviera-Pays-d'Enhaut,130.0
https://www.airbnb.com/rooms/19067785,Chez Nelly,Entire rental unit,True,100.0,Corsier-sur-Vevey,Riviera-Pays-d'Enhaut,100.0
https://www.airbnb.com/rooms/19079419,Bel appartement avec vue sur le Lac,Entire rental unit,False,71.0,Lausanne,Lausanne,274.75
https://www.airbnb.com/rooms/19105010,Grande chambre privée dans villa,Private room in rental unit,True,95.0,Crans-près-Céligny,Nyon,70.0
https://www.airbnb.com/rooms/19113734,good appartement close to city center.,Entire rental unit,False,97.0,Lausanne,Lausanne,227.5
https://www.airbnb.com/rooms/19115147,Amazing house close to nature and town,Entire home,False,84.0,Cheseaux-Noréaz,Jura-Nord vaudois,141.0
https://www.airbnb.com/rooms/19118999,"1800, Central",Entire rental unit,False,94.0,Vevey,Riviera-Pays-d'Enhaut,272.75
https://www.airbnb.com/rooms/19135028,"101 morges centre, chambre proche unil",Private room in rental unit,False,87.5,Morges,Morges,177.5
https://www.airbnb.com/rooms/19138987,Appartement l'Arcobaleno,Entire rental unit,True,93.0,Ollon,Aigle,62.0
https://www.airbnb.com/rooms/19146974,Belle chambre lumineuse avec balcon et jardin,Private room in townhouse,False,45.75,Lausanne,Lausanne,544.0
https://www.airbnb.com/rooms/19167694,Vuedevine,Entire home,False,61.25,Founex,Nyon,357.5
https://www.airbnb.com/rooms/19189091,"Chalet Les Coquelicots, Les Diablerets",Entire chalet,False,50.0,Ormont-Dessus,Aigle,380.0
https://www.airbnb.com/rooms/19195679,Le Joli 86,Private room in townhouse,False,31.0,Lausanne,Lausanne,62.0
https://www.airbnb.com/rooms/19215355,Brand-new apartment with a gorgeous view,Entire rental unit,False,93.5,Chardonne,Riviera-Pays-d'Enhaut,319.75
https://www.airbnb.com/rooms/19217566,Appartement with view Lac,Entire rental unit,False,86.0,Vevey,Riviera-Pays-d'Enhaut,121.5
https://www.airbnb.com/rooms/19218527,Chalet au bord du lac Neuchâtel,Entire cottage,False,75.0,Chevroux,Broye-Vully,125.0
https://www.airbnb.com/rooms/19224796,Spacious double room in Lausanne,Private room in rental unit,False,89.25,Lausanne,Lausanne,445.0
https://www.airbnb.com/rooms/19226728,"Independent studio, huge view",Private room in rental unit,True,86.0,Corseaux,Riviera-Pays-d'Enhaut,100.0
https://www.airbnb.com/rooms/19230684,A 15 minutes de Lausanne et du Lavaux....,Entire home,True,99.0,Corcelles-le-Jorat,Broye-Vully,116.0
https://www.airbnb.com/rooms/19231821,Lausanne garden home,Private room in home,True,69.0,Assens,Gros-de-Vaud,29.0
https://www.airbnb.com/rooms/19244258,Nice flat in Nyon (old city)! Lake & mountains!,Entire rental unit,False,73.75,Nyon,Nyon,66.0
https://www.airbnb.com/rooms/19254067,joli appartement prive avec vu sur lac,Entire rental unit,False,83.5,Lausanne,Lausanne,159.75
https://www.airbnb.com/rooms/19258605,Au Chalet,Entire chalet,False,100.0,Aigle,Aigle,125.0
https://www.airbnb.com/rooms/19276871,Appartement à Vevey terrasse et vue exceptionnelle,Entire condo,False,33.0,Corseaux,Riviera-Pays-d'Enhaut,239.0
https://www.airbnb.com/rooms/19281254,Annonce suspendue,Entire rental unit,False,81.5,Lausanne,Lausanne,87.0
https://www.airbnb.com/rooms/19281560,"Appartement au coeur de Lausanne, cadre verdoyant",Entire rental unit,False,81.5,Lausanne,Lausanne,87.0
https://www.airbnb.com/rooms/19299054,"Appartement 2,5 pièces à Lausanne sud",Entire place,False,94.75,Lausanne,Lausanne,108.75
https://www.airbnb.com/rooms/19331738,Studio lausanne Leman,Private room in condo,False,59.75,Lausanne,Lausanne,256.25
https://www.airbnb.com/rooms/19335286,"Charming room, Lake view, Ideal location",Private room in home,False,82.0,Mont-sur-Rolle,Nyon,69.0
https://www.airbnb.com/rooms/19342677,Awesome 1-2 people room in apartment in center,Private room in rental unit,False,80.75,Lausanne,Lausanne,139.75
https://www.airbnb.com/rooms/19362498,Lake View Lodge - vue spectaculaire sur le lac,Entire rental unit,False,93.25,Montreux,Riviera-Pays-d'Enhaut,160.0
https://www.airbnb.com/rooms/19370332,Havre de paix,Entire rental unit,False,100.0,Lausanne,Lausanne,127.5
https://www.airbnb.com/rooms/19375508,Superbe appart-hôtel à Villars-sur-Ollon avec vue!,Entire resort,False,77.75,Ollon,Aigle,144.0
https://www.airbnb.com/rooms/19376789,Maison traditionnelle suisse idéalement située,Entire villa,False,50.0,Oron,Lavaux-Oron,289.0
https://www.airbnb.com/rooms/19410928,Ravissant appartement vue lac à La Croix/Lutry,Entire rental unit,False,85.0,Lutry,Lavaux-Oron,103.75
https://www.airbnb.com/rooms/19416824,Chambre calme avec vue sur le jardin,Entire condo,False,89.25,Gland,Nyon,103.0
https://www.airbnb.com/rooms/19419153,"Ferme les Salles, chambre d'hôte en milieu rural",Private room in farm stay,False,100.0,Marchissy,Nyon,90.0
https://www.airbnb.com/rooms/19419396,"104 morges, chambre neuve dans le centre",Private room in rental unit,False,87.5,Morges,Morges,181.25
https://www.airbnb.com/rooms/19422826,Appartement idyllique - Festival de Jazz,Entire rental unit,False,92.0,Montreux,Riviera-Pays-d'Enhaut,185.25
https://www.airbnb.com/rooms/19427926,Private Single/Double Room with Lake View,Private room in rental unit,False,73.75,Montreux,Riviera-Pays-d'Enhaut,66.0
https://www.airbnb.com/rooms/19431443,Chalet Dijla,Entire chalet,False,100.0,Château-d'Oex,Riviera-Pays-d'Enhaut,150.0
https://www.airbnb.com/rooms/19431944,Stylish apartment close to Metro St. / EPFL / UNIL,Shared room in rental unit,False,96.75,Chavannes-près-Renens,Ouest lausannois,294.75
https://www.airbnb.com/rooms/19441463,Stylish apartment close to Metro St. / EPFL / UNIL,Private room in rental unit,False,96.75,Ecublens (Vaud),Ouest lausannois,294.75
https://www.airbnb.com/rooms/19450674,Independent room close to lake of Geneva,Private room in guesthouse,True,100.0,Lausanne,Lausanne,39.0
https://www.airbnb.com/rooms/19455032,Logement 1 pièce à Montchoisi,Entire rental unit,False,94.75,Lausanne,Lausanne,119.25
https://www.airbnb.com/rooms/19493346,Chalet de vacances Familiale,Entire chalet,False,96.0,Leysin,Aigle,550.0
https://www.airbnb.com/rooms/19497135,Beautiful new apartment (2 bedrooms) in Vevey,Entire rental unit,False,68.5,Vevey,Riviera-Pays-d'Enhaut,314.0
https://www.airbnb.com/rooms/19537233,Chambre calme et lumineuse,Private room in rental unit,False,75.25,Lausanne,Lausanne,139.75
https://www.airbnb.com/rooms/19569412,Room with parking space +electric charging station,Private room in home,False,63.0,Tolochenaz,Morges,60.0
https://www.airbnb.com/rooms/19601927,Montreux Studio bedist,Entire rental unit,False,30.0,Montreux,Riviera-Pays-d'Enhaut,200.0
https://www.airbnb.com/rooms/19613476,Enjoy montreux b&b,Entire home,False,96.0,Montreux,Riviera-Pays-d'Enhaut,93.0
https://www.airbnb.com/rooms/19620099,Magnifique roof top avec vue lac/montagnes,Private room in rental unit,False,80.0,Lausanne,Lausanne,91.0
https://www.airbnb.com/rooms/19634432,Contemporary chalet with a stunning view,Entire chalet,False,100.0,Bex,Aigle,305.0
https://www.airbnb.com/rooms/19643814,Modern apartment on the lake shore in Montreux,Entire rental unit,False,82.75,Montreux,Riviera-Pays-d'Enhaut,139.75
https://www.airbnb.com/rooms/19646633,10min gare Lausanne/Parking free,Entire rental unit,True,100.0,Lausanne,Lausanne,141.0
https://www.airbnb.com/rooms/19649020,8 large room Villa Lavigie montreux super deluxe,Entire villa,False,30.0,Montreux,Riviera-Pays-d'Enhaut,1600.0
https://www.airbnb.com/rooms/19667510,Studio chic et sympathique!,Entire rental unit,False,45.75,Pully,Lavaux-Oron,544.0
https://www.airbnb.com/rooms/19679698,Le Ryu : beautiful apartment with Balcony,Entire rental unit,False,81.0,Montreux,Riviera-Pays-d'Enhaut,210.0
https://www.airbnb.com/rooms/19681072,"Studio meublé, résidence sur le campus de l'EPFL",Entire rental unit,False,68.5,Ecublens (Vaud),Ouest lausannois,251.5
https://www.airbnb.com/rooms/19691694,Jolie petit appartement lumineux avec balcon,Entire rental unit,False,81.0,Lausanne,Lausanne,210.0
https://www.airbnb.com/rooms/19692023,"Exceptionnel: OUCHY, 80m2 et terrasse (4 pers)",Entire rental unit,False,80.5,Lausanne,Lausanne,210.0
https://www.airbnb.com/rooms/19706243,MONTREUX  three room with bath tub/ shower,Private room in rental unit,False,30.0,Montreux,Riviera-Pays-d'Enhaut,314.0
https://www.airbnb.com/rooms/19706410,Superbe attique au centre de Vevey,Entire rental unit,False,88.0,Vevey,Riviera-Pays-d'Enhaut,403.5
https://www.airbnb.com/rooms/19709075,Appartement vieille ville,Entire rental unit,False,92.5,Nyon,Nyon,95.5
https://www.airbnb.com/rooms/19714017,Belle salle boisée dans les combles de la maison,Private room in home,False,82.0,Chavannes-près-Renens,Ouest lausannois,110.0
https://www.airbnb.com/rooms/19727400,Beautiful Top Floor Apartment with Lake View,Entire rental unit,False,82.0,Lausanne,Lausanne,110.0
https://www.airbnb.com/rooms/19741753,Belle chambre/sdb indépendante/accès privé/parking,Private room in home,False,100.0,Crissier,Ouest lausannois,35.0
https://www.airbnb.com/rooms/19741876,"Spacious room at Montchoisi, near train station",Private room in rental unit,False,85.75,Lausanne,Lausanne,372.5
https://www.airbnb.com/rooms/19746116,A proximité de Genève,Private room in home,False,82.0,Founex,Nyon,110.0
https://www.airbnb.com/rooms/19757252,Petit séjour à Lausanne ? bienvenue chez moi,Private room in rental unit,False,96.75,Lausanne,Lausanne,294.75
https://www.airbnb.com/rooms/19757680,"Lovely Central Apartment, one bedroom.",Private room in rental unit,False,82.0,Lausanne,Lausanne,110.0
https://www.airbnb.com/rooms/19763902,"Modern studio by the lake in Montreux, near Vevey",Entire rental unit,False,82.0,Montreux,Riviera-Pays-d'Enhaut,89.0
https://www.airbnb.com/rooms/19765983,Cosy flat with lake view,Entire rental unit,False,100.0,Lausanne,Lausanne,141.25
https://www.airbnb.com/rooms/19777771,Appartement 60 m2 proche centre ville,Entire rental unit,False,68.5,Lausanne,Lausanne,92.75
https://www.airbnb.com/rooms/19807561,Joli studio sur Bussigny avec vue,Entire rental unit,False,93.5,Bussigny,Ouest lausannois,314.0
https://www.airbnb.com/rooms/19807823,A comfortable studio for a stay during the Paleo,Entire rental unit,False,93.25,Gland,Nyon,136.5
https://www.airbnb.com/rooms/19832972,Cosy flat near Lausanne St Francois,Entire rental unit,False,93.25,Lausanne,Lausanne,186.75
https://www.airbnb.com/rooms/19836075,Cozy apartment with big garden,Entire rental unit,False,65.5,Daillens,Gros-de-Vaud,126.25
https://www.airbnb.com/rooms/19868054,Bedroom in Boveresses Lausanne,Private room in rental unit,False,68.5,Lausanne,Lausanne,251.5
https://www.airbnb.com/rooms/19884526,Appartement Résidence Panorama,Entire condo,False,100.0,Ollon,Aigle,150.0
https://www.airbnb.com/rooms/19885402,Gorgeous flat on the lake with a big Veranda,Entire rental unit,False,72.75,Nyon,Nyon,211.0
https://www.airbnb.com/rooms/19887479,"Comfy Lausanne, stunning sunset across the lake",Entire rental unit,False,72.0,Lausanne,Lausanne,193.75
https://www.airbnb.com/rooms/19896962,"Lake View - Appt Central 2 Bedroom, 1 Bath",Entire rental unit,False,100.0,Montreux,Riviera-Pays-d'Enhaut,207.0
https://www.airbnb.com/rooms/19940650,Appartement sympa juste à côté de la gare !,Entire rental unit,False,75.5,Lausanne,Lausanne,193.0
https://www.airbnb.com/rooms/19943417,Jolie chambre à 2 minutes de la gare,Private room in rental unit,True,100.0,Lausanne,Lausanne,193.75
https://www.airbnb.com/rooms/19945484,Appartement in the center of Lausanne (Bessière),Private room in rental unit,False,100.0,Lausanne,Lausanne,146.5
https://www.airbnb.com/rooms/19972814,Tremendous 2-bed near Lausanne - 100m from lake,Entire serviced apartment,True,69.0,Morges,Morges,170.0
https://www.airbnb.com/rooms/19979556,Beautiful and Cosy Apartment in Lausanne,Entire rental unit,False,75.25,Prilly,Ouest lausannois,121.0
https://www.airbnb.com/rooms/19992313,CHAMBRE SALAMANDRE,Private room in home,True,100.0,Lutry,Lavaux-Oron,58.0
https://www.airbnb.com/rooms/20006134,Your Homestay for Lausanne with great view on lake,Private room in loft,False,95.0,Lutry,Lavaux-Oron,213.5
https://www.airbnb.com/rooms/20018772,Chalet FP,Entire chalet,False,100.0,Rougemont,Riviera-Pays-d'Enhaut,300.0
https://www.airbnb.com/rooms/20022109,Appartement à 5min de la gare avec un habitant,Entire rental unit,False,86.0,Corsier-sur-Vevey,Riviera-Pays-d'Enhaut,80.75
https://www.airbnb.com/rooms/20022865,"Beautiful country home, 15 mins from Lausanne.",Entire villa,False,67.0,Jorat-Menthue,Gros-de-Vaud,150.0
https://www.airbnb.com/rooms/20040724,Vintage studio in the historic heart of Lausanne,Entire rental unit,False,73.75,Lausanne,Lausanne,66.0
https://www.airbnb.com/rooms/20041171,Stylish apartment close to Metro St. / EPFL / UNIL,Private room in rental unit,False,96.75,Chavannes-près-Renens,Ouest lausannois,294.75
https://www.airbnb.com/rooms/20050924,"Studio idéalement situé plein sud, 5' de la gare",Entire rental unit,False,65.0,Nyon,Nyon,110.0
