listing_url,name,property_type,host_is_superhost,host_acceptance_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,price
https://www.airbnb.com/rooms/7381,Chalet Chocolat in medieval alpine village,Entire rental unit,False,67.0,Ormont-Dessus,Aigle,87.0
https://www.airbnb.com/rooms/26809,"Quiet bedroom, private bathroom",Private room in rental unit,False,91.75,Pully,Lavaux-Oron,296.5
https://www.airbnb.com/rooms/50123,Not Available any longer,Private room in rental unit,False,91.75,Mont-sur-Rolle,Nyon,762.0
https://www.airbnb.com/rooms/129558,Vos vacances à Lausanne,Private room in rental unit,False,86.25,Lausanne,Lausanne,350.25
https://www.airbnb.com/rooms/259823,"Spacious, quiet, downtown, near lake & transports",Entire rental unit,False,94.5,La Tour-de-Peilz,Riviera-Pays-d'Enhaut,260.75
https://www.airbnb.com/rooms/268195,"Chalet Balthazar 4 - Central Villars, Great Views",Entire rental unit,True,78.0,Ollon,Aigle,395.0
https://www.airbnb.com/rooms/282240,Wonderful LOFT PRIVAT in citycenter,Entire loft,False,100.0,Lausanne,Lausanne,179.0
https://www.airbnb.com/rooms/347194,Castle in the hill. Stunning view 1,Room in bed and breakfast,True,100.0,Chardonne,Riviera-Pays-d'Enhaut,249.0
https://www.airbnb.com/rooms/361490,Castle in the hill. Stunning view 2,Entire rental unit,True,100.0,Chardonne,Riviera-Pays-d'Enhaut,220.0
https://www.airbnb.com/rooms/441365,Centré 2 pieces superbe appartement,Entire rental unit,False,55.0,Lausanne,Lausanne,100.0
https://www.airbnb.com/rooms/465603,Spacious room - private bathroom,Private room in rental unit,True,88.0,Rennaz,Aigle,42.0
https://www.airbnb.com/rooms/481748,Duplex! Center of Vevey. Character!,Entire rental unit,False,63.5,Vevey,Riviera-Pays-d'Enhaut,191.0
https://www.airbnb.com/rooms/484112,Great lake views and beautiful modern flat,Entire condo,False,94.5,Lausanne,Lausanne,260.75
https://www.airbnb.com/rooms/545587,Bright 2nd floor Business/ Holiday apartment,Entire condo,True,100.0,Bourg-en-Lavaux,Lavaux-Oron,157.0
https://www.airbnb.com/rooms/563402,Heidi Chalet Alps - Unique Experience - Authentic,Entire rental unit,True,51.0,Rossinière,Riviera-Pays-d'Enhaut,475.0
https://www.airbnb.com/rooms/580402,"A4C3Coeur de ville, chambre privée",Private room in rental unit,False,55.0,Lausanne,Lausanne,98.25
https://www.airbnb.com/rooms/592411,Minuit Soleil Room in the Lavaux!,Private room in villa,True,56.0,Bourg-en-Lavaux,Lavaux-Oron,55.0
https://www.airbnb.com/rooms/605354,Chambre double située à Cully ! Wc/douche privatif,Private room in bed and breakfast,True,93.0,Bourg-en-Lavaux,Lavaux-Oron,90.0
https://www.airbnb.com/rooms/614885,"""Silvano"" private room and bathroom",Private room in villa,True,56.0,Bourg-en-Lavaux,Lavaux-Oron,50.0
https://www.airbnb.com/rooms/614923,Bambou Room right in the Lavaux !,Private room in villa,True,56.0,Bourg-en-Lavaux,Lavaux-Oron,80.0
https://www.airbnb.com/rooms/630291,White Double room in Cully Village wc/douche privé,Private room in bed and breakfast,True,93.0,Bourg-en-Lavaux,Lavaux-Oron,90.0
https://www.airbnb.com/rooms/734992,house with a view,Entire home,False,83.0,Montreux,Riviera-Pays-d'Enhaut,88.75
https://www.airbnb.com/rooms/806451,Sunset on the Leman Lake - Montreux,Private room in home,False,100.0,Montreux,Riviera-Pays-d'Enhaut,180.0
https://www.airbnb.com/rooms/932282,"A3/C2 Coeur de Ville, Magnifique chambre",Private room in rental unit,False,55.0,Lausanne,Lausanne,60.0
https://www.airbnb.com/rooms/966106,Modern apartment in the mountains with sauna,Entire rental unit,False,100.0,Saint-Cergue,Nyon,130.0
https://www.airbnb.com/rooms/970278,20 min:Lausanne/Neuchâtel,Private room in guesthouse,False,100.0,Grandson,Jura-Nord vaudois,115.0
https://www.airbnb.com/rooms/998336,Duplex flat in Gstaad / Rougemeont,Entire chalet,False,84.5,Rougemont,Riviera-Pays-d'Enhaut,86.0
https://www.airbnb.com/rooms/1040903,Face to the lake and the Alps!,Private room in home,True,80.0,Morges,Morges,49.0
https://www.airbnb.com/rooms/1117582,View Magnifique Lac Léman - Chardonne,Entire rental unit,False,50.0,Chardonne,Riviera-Pays-d'Enhaut,390.0
https://www.airbnb.com/rooms/1127066,Historical Chalet Gryon-Les Plans,Entire chalet,True,97.0,Bex,Aigle,230.0
https://www.airbnb.com/rooms/1134905,Loft en milieu rural à Eclagnens,Entire loft,False,42.0,Oulens-sous-Echallens,Gros-de-Vaud,125.0
https://www.airbnb.com/rooms/1140136,La Chambre #11,Private room in guesthouse,True,100.0,Préverenges,Morges,180.0
https://www.airbnb.com/rooms/1157613,Stunning Suite with a view in the vineyards,Room in bed and breakfast,True,100.0,Chardonne,Riviera-Pays-d'Enhaut,270.0
https://www.airbnb.com/rooms/1182243,Cozy apartment in beautiful garden!,Entire rental unit,False,0.0,Saint-Légier-La Chiésaz,Riviera-Pays-d'Enhaut,75.0
https://www.airbnb.com/rooms/1189018,NYON  -  SUPERB flat by the lake,Entire rental unit,False,100.0,Nyon,Nyon,225.0
https://www.airbnb.com/rooms/1209679,Ski in/out Retro modern chalet w/ stunning views,Entire chalet,False,88.0,Leysin,Aigle,142.0
https://www.airbnb.com/rooms/1237327,H2otes,Private room in home,False,0.0,Cuarnens,Morges,79.0
https://www.airbnb.com/rooms/1262248,Single bedroom in Morges 10 min from train station,Private room in rental unit,False,33.0,Morges,Morges,65.0
https://www.airbnb.com/rooms/1285195,Nice 1 bedroom flat in Lausanne,Entire rental unit,False,71.0,Lausanne,Lausanne,113.5
https://www.airbnb.com/rooms/1318979,Studio Les Avants sur Montreux,Entire rental unit,False,96.0,Montreux,Riviera-Pays-d'Enhaut,70.0
https://www.airbnb.com/rooms/1349096,Entire flat with panoramic Mont Blanc view,Entire rental unit,False,58.0,Nyon,Nyon,100.0
https://www.airbnb.com/rooms/1371803,65sqm w/balcony in heart of town,Entire rental unit,True,90.0,Lausanne,Lausanne,120.0
https://www.airbnb.com/rooms/1388711,Chalet aux pieds des pistes avec places de parcs,Entire chalet,False,89.0,Chardonne,Riviera-Pays-d'Enhaut,149.75
https://www.airbnb.com/rooms/1411747,"Stylish, cosy and independent cottage",Entire home,True,93.0,Buchillon,Morges,180.0
https://www.airbnb.com/rooms/1418503,Comfortable flat in city center (80m2),Entire rental unit,False,46.0,Lausanne,Lausanne,125.0
https://www.airbnb.com/rooms/1500807,Living and vacation in garden eden and palm oasis,Private room in villa,False,67.0,Cudrefin,Broye-Vully,99.0
https://www.airbnb.com/rooms/1516660,Chalet pieds dans l'eau lac de Joux,Entire chalet,False,100.0,Le Lieu,Jura-Nord vaudois,250.0
https://www.airbnb.com/rooms/1519749,Perle de Lavaux with outstanding Lake Léman views,Entire guesthouse,True,93.0,Bourg-en-Lavaux,Lavaux-Oron,170.0
https://www.airbnb.com/rooms/1523160,Appart au coeur de Lausanne,Entire rental unit,False,86.0,Lausanne,Lausanne,181.0
https://www.airbnb.com/rooms/1533295,"Nyon center, cosy & calm, 5 min walk to lake",Private room in home,False,74.0,Nyon,Nyon,70.0
https://www.airbnb.com/rooms/1544283,Charming apartment with parking,Entire rental unit,True,85.0,Prilly,Ouest lausannois,130.0
https://www.airbnb.com/rooms/1553553,Comfortable room in the city center,Private room in rental unit,False,46.0,Lausanne,Lausanne,104.0
https://www.airbnb.com/rooms/1558799,Nice flat close to the lake,Entire rental unit,False,82.0,Lausanne,Lausanne,266.25
https://www.airbnb.com/rooms/1664994,Joli studio refait à neuf plein cœur de Lausanne,Entire rental unit,True,100.0,Lausanne,Lausanne,99.0
https://www.airbnb.com/rooms/1730957,"Cosy flat, recently renovated, 15 min from Gstaad",Entire rental unit,False,100.0,Château-d'Oex,Riviera-Pays-d'Enhaut,300.0
https://www.airbnb.com/rooms/1757721,Century-old Swiss chalet with views to die for,Entire chalet,False,100.0,Ollon,Aigle,350.0
https://www.airbnb.com/rooms/1814514,A4C2 très grande et belle chambre,Private room in rental unit,False,55.0,Lausanne,Lausanne,62.0
https://www.airbnb.com/rooms/1816290,"A3C2 Belle chambre, centre ville",Private room in home,False,55.0,Lausanne,Lausanne,60.0
https://www.airbnb.com/rooms/1816791,A3C1 Superbe chambre avec TV et WIF,Private room in rental unit,False,55.0,Lausanne,Lausanne,68.0
https://www.airbnb.com/rooms/1817066,Chambre 44,Private room in rental unit,False,55.0,Lausanne,Lausanne,60.0
https://www.airbnb.com/rooms/1817193,Très belle chambre centrée a4c1,Private room in rental unit,False,55.0,Lausanne,Lausanne,60.0
https://www.airbnb.com/rooms/1817309,A6C1 Superbe chambre centrée,Private room in rental unit,False,55.0,Lausanne,Lausanne,62.0
https://www.airbnb.com/rooms/1817350,A6C2 Grande chambre centrée,Private room in rental unit,False,55.0,Lausanne,Lausanne,60.0
https://www.airbnb.com/rooms/1817986,A6C2 lumineuse chambre centrée,Private room in rental unit,False,55.0,Lausanne,Lausanne,68.0
https://www.airbnb.com/rooms/1818109,Chambre A6C3 centrée su centre ville,Private room in rental unit,False,55.0,Lausanne,Lausanne,65.0
https://www.airbnb.com/rooms/1819778,Chambre 41 au 4ème,Private room in rental unit,False,55.0,Lausanne,Lausanne,65.0
https://www.airbnb.com/rooms/1819939,"Chambre 43, Superbe,calme, centrée",Private room in rental unit,False,55.0,Lausanne,Lausanne,55.0
https://www.airbnb.com/rooms/1825632,37sqm in the heart of Lausanne,Entire rental unit,True,90.0,Lausanne,Lausanne,91.0
https://www.airbnb.com/rooms/1849323,"A3c3 chambre avec télévision, WIFI",Private room in rental unit,False,55.0,Lausanne,Lausanne,65.0
https://www.airbnb.com/rooms/1849590,A 2-room flat in an amazing house !,Entire rental unit,False,83.0,Lutry,Lavaux-Oron,123.0
https://www.airbnb.com/rooms/1869460,Lake view @Lausanne : the nest,Entire rental unit,False,86.25,Lausanne,Lausanne,162.25
https://www.airbnb.com/rooms/1870716,"A5C2 Adorable chambre, centre ville",Private room in rental unit,False,55.0,Lausanne,Lausanne,62.0
https://www.airbnb.com/rooms/1878876,Luxurious apartment,Entire rental unit,True,100.0,Montreux,Riviera-Pays-d'Enhaut,220.0
https://www.airbnb.com/rooms/1932911,Dreamy HUGE 3 BD Heart of Lausanne,Entire rental unit,False,28.0,Lausanne,Lausanne,390.0
https://www.airbnb.com/rooms/1957065,"Lovely ap in green, 10min -> center",Entire rental unit,False,91.5,Lausanne,Lausanne,130.5
https://www.airbnb.com/rooms/1977589,Bel appart au coeur de Lausanne,Entire rental unit,False,95.75,Lausanne,Lausanne,248.25
https://www.airbnb.com/rooms/2026473,Suite in Hotel Bristol Villars (Renovated Oct 17),Entire rental unit,True,100.0,Ollon,Aigle,130.0
https://www.airbnb.com/rooms/2052062,Wonderful apartment! Gorgeous view!,Entire home,False,0.0,Saint-Légier-La Chiésaz,Riviera-Pays-d'Enhaut,150.0
https://www.airbnb.com/rooms/2053322,Wohnen mit Blick auf den Murtensee,Entire loft,True,100.0,Vully-les-Lacs,Broye-Vully,205.0
https://www.airbnb.com/rooms/2053521,Appartement 4p centre Lausanne,Entire rental unit,False,100.0,Lausanne,Lausanne,141.0
https://www.airbnb.com/rooms/2056132,Lovely 1 Bed Apt. Sleeps 4. Incredible view!,Entire rental unit,False,100.0,Ormont-Dessus,Aigle,95.0
https://www.airbnb.com/rooms/2078414,Lovely 4 bedr. chalet slope at 150m,Entire chalet,False,82.0,Gryon,Aigle,172.0
https://www.airbnb.com/rooms/2087180,Lovely apartment 15min from Gstaad,Entire rental unit,False,25.0,Château-d'Oex,Riviera-Pays-d'Enhaut,231.0
https://www.airbnb.com/rooms/2141949,"Swiss Mountain Chalet at La Lecherette, Les Mosses",Entire chalet,False,80.0,Château-d'Oex,Riviera-Pays-d'Enhaut,124.0
https://www.airbnb.com/rooms/2143323,Cosy Two bedroom garden apartment in a chalet,Entire rental unit,False,100.0,Leysin,Aigle,157.0
https://www.airbnb.com/rooms/2161162,CHALET style flat SPECTACULAR VIEWS,Entire rental unit,False,55.0,Montreux,Riviera-Pays-d'Enhaut,190.0
https://www.airbnb.com/rooms/2174806,Appartement de Charme Gryon/Villars /longue durée,Entire rental unit,False,71.0,Gryon,Aigle,100.0
https://www.airbnb.com/rooms/2207864,Appartement 3ch. ensoleillé et vue sur le lac,Entire rental unit,False,100.0,Lausanne,Lausanne,186.25
https://www.airbnb.com/rooms/2245728,"Appartement calme centré 4,5 pièces",Entire townhouse,False,22.0,Lausanne,Lausanne,120.0
https://www.airbnb.com/rooms/2275816,Old beautiful swiss alp chalet,Entire chalet,False,80.0,Château-d'Oex,Riviera-Pays-d'Enhaut,300.0
https://www.airbnb.com/rooms/2280853,"Maison Vigneronne, design-loft sur lac - Unesco",Private room in home,True,96.0,Rivaz,Lavaux-Oron,220.0
https://www.airbnb.com/rooms/2327836,Cozy holiday flat in 16th cen. home,Entire rental unit,True,83.0,Montreux,Riviera-Pays-d'Enhaut,111.0
https://www.airbnb.com/rooms/2352898,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 1",Private room in bed and breakfast,True,93.0,Lutry,Lavaux-Oron,150.0
https://www.airbnb.com/rooms/2360021,A5c3 lumineuse chambre centrée,Private room in rental unit,False,55.0,Lausanne,Lausanne,65.0
https://www.airbnb.com/rooms/2374494,"Villa 5 chambres, magnifique vue sur le lac leman",Entire villa,False,100.0,Arzier-Le Muids,Nyon,399.0
https://www.airbnb.com/rooms/2422147,Rooms in beautiful house near lake,Private room in home,True,80.0,Yverdon-les-Bains,Jura-Nord vaudois,74.0
https://www.airbnb.com/rooms/2452551,Nice room with breakfast,Private room in bed and breakfast,False,100.0,Vugelles-La Mothe,Jura-Nord vaudois,310.75
https://www.airbnb.com/rooms/2456017,Villa de standing Le Haut des Vignes Lutry/Lavaux,Entire home,True,93.0,Lutry,Lavaux-Oron,620.0
https://www.airbnb.com/rooms/2486070,Ski-in/ski-out family chalet “Le Pigeonnier”,Entire chalet,False,33.0,Gryon,Aigle,318.25
https://www.airbnb.com/rooms/2548834,Bright flat with a view (lake),Entire rental unit,False,57.5,Lausanne,Lausanne,186.5
https://www.airbnb.com/rooms/2581462,GRYON appartement chalet vue unique,Entire rental unit,False,86.0,Gryon,Aigle,200.0
https://www.airbnb.com/rooms/2581753,Chigny Above Morges,Entire home,False,62.0,Chigny,Morges,400.0
https://www.airbnb.com/rooms/2589568,Luxury 4-bed house with stunning views!,Entire home,True,68.0,Montreux,Riviera-Pays-d'Enhaut,618.0
https://www.airbnb.com/rooms/2603004,Modern fully equipped studio in private villa,Entire rental unit,False,73.0,Epalinges,Lausanne,65.0
https://www.airbnb.com/rooms/2616263,Studiette Agatha à Lutry-la Conversion,Entire rental unit,False,68.0,Lutry,Lavaux-Oron,79.0
https://www.airbnb.com/rooms/2618694,"Adorable Alpine Chalet in Leysin,CH",Entire home,False,78.5,Leysin,Aigle,248.75
https://www.airbnb.com/rooms/2619672,Perfect location in Villars,Entire rental unit,False,100.0,Ollon,Aigle,180.0
https://www.airbnb.com/rooms/2654856,Charming bright house in Rolle,Entire home,False,50.0,Rolle,Nyon,260.0
https://www.airbnb.com/rooms/2705541,Jolie  chambre Prilly-Lausanne,Private room in home,False,62.0,Prilly,Ouest lausannois,323.25
https://www.airbnb.com/rooms/2729067,Chambre individuelle avec petit déjeuner inclus.,Private room in townhouse,False,100.0,Renens (Vaud),Ouest lausannois,120.0
https://www.airbnb.com/rooms/2749114,Chambre d'hôtes,Private room in rental unit,False,100.0,Trey,Broye-Vully,63.0
https://www.airbnb.com/rooms/2755242,"Hotel de l'Ours - Vuiteboeuf, near Yverdon",Room in hotel,False,77.0,Vuiteboeuf,Jura-Nord vaudois,71.0
https://www.airbnb.com/rooms/2799472,Studio charmant au coeur de la campagne (25m²),Entire condo,True,64.0,Daillens,Gros-de-Vaud,95.0
https://www.airbnb.com/rooms/2816957,Lutry with a bird's eye view of ...,Entire home,False,72.5,Lutry,Lavaux-Oron,83.75
https://www.airbnb.com/rooms/2821234,Cosy traditional Swiss Chalet near by Gstaad,Entire home,False,67.0,Rougemont,Riviera-Pays-d'Enhaut,379.0
https://www.airbnb.com/rooms/2858929,Grande chambre à louer,Private room in rental unit,False,49.0,Lausanne,Lausanne,47.0
https://www.airbnb.com/rooms/2940156,Apartment with large balcony,Entire rental unit,False,82.75,Lausanne,Lausanne,159.25
https://www.airbnb.com/rooms/2949761,EPiC Appart 5min center Lausanne,Entire rental unit,False,92.0,Le Mont-sur-Lausanne,Lausanne,235.0
https://www.airbnb.com/rooms/2958052,Traum-Ferienwohnung am Murtensee,Entire rental unit,True,96.0,Faoug,Broye-Vully,130.0
https://www.airbnb.com/rooms/2975140,Chalet du 18e rénové / vue époustouflante,Entire chalet,False,86.0,Ormont-Dessus,Aigle,360.0
https://www.airbnb.com/rooms/3024073,Spacious Room with private bathroom 500m from EPFL,Private room in villa,False,100.0,Ecublens (Vaud),Ouest lausannois,100.0
https://www.airbnb.com/rooms/3063638,Villars Chalet-Stunning Views  ★★★★★,Entire rental unit,False,100.0,Ollon,Aigle,106.0
https://www.airbnb.com/rooms/3090340,Appartement in Lausanne,Entire rental unit,False,73.75,Lausanne,Lausanne,158.0
https://www.airbnb.com/rooms/3096599,House in Villars-Burquin-Yverdon,Entire home,True,86.0,Tévenon,Jura-Nord vaudois,350.0
https://www.airbnb.com/rooms/3096833,Appartement attique meublé 80m2 4 ch. gd balcon,Entire rental unit,True,86.0,Tévenon,Jura-Nord vaudois,150.0
https://www.airbnb.com/rooms/3117298,Comfortable room,Private room in home,True,98.0,Founex,Nyon,54.0
https://www.airbnb.com/rooms/3136919,Chaleureux appartement vue sur lac Léman,Entire rental unit,False,69.25,Prilly,Ouest lausannois,108.75
https://www.airbnb.com/rooms/3140256,"Great apartment, perfect location !",Entire rental unit,False,0.0,Lausanne,Lausanne,412.0
https://www.airbnb.com/rooms/3273833,Exclusive fully serviced apartment,Entire serviced apartment,False,73.0,Vevey,Riviera-Pays-d'Enhaut,200.0
https://www.airbnb.com/rooms/3276400,Lausanne: Bright with view on lake,Entire rental unit,False,54.25,Pully,Lavaux-Oron,108.75
https://www.airbnb.com/rooms/3304985,Joli 3 1/2 pces 4 personnes,Entire rental unit,False,96.0,Lausanne,Lausanne,152.5
https://www.airbnb.com/rooms/3327148,villa avec jardin lausanne nord,Entire home,False,87.0,Lausanne,Lausanne,102.0
https://www.airbnb.com/rooms/3406113,Appartement  La Coudraie.,Entire rental unit,False,50.0,Blonay,Riviera-Pays-d'Enhaut,98.0
https://www.airbnb.com/rooms/3437462,Gstaad Paradise View Chalet with Outdoor Jacuzzi,Entire chalet,True,51.0,Rougemont,Riviera-Pays-d'Enhaut,1069.0
https://www.airbnb.com/rooms/3467210,Appartment to subrent for 3 weeks,Entire rental unit,False,81.25,Morges,Morges,104.5
https://www.airbnb.com/rooms/3523349,Modern Family House near Lausanne,Entire home,False,61.0,Epalinges,Lausanne,127.5
https://www.airbnb.com/rooms/3564631,Nice room with breakfast,Private room in farm stay,False,100.0,Vugelles-La Mothe,Jura-Nord vaudois,368.0
https://www.airbnb.com/rooms/3570844,Meeting Air14 PAYERNE,Entire rental unit,False,81.25,Payerne,Broye-Vully,104.5
https://www.airbnb.com/rooms/3584687,Appartement 3 pièces pour 4(6) pers,Entire rental unit,False,90.0,Gryon,Aigle,45.0
https://www.airbnb.com/rooms/3593815,Chambre à deux pas du lac.,Private room in bed and breakfast,False,54.25,Lausanne,Lausanne,100.0
https://www.airbnb.com/rooms/3639774,Studio with terrace on the Lake,Entire rental unit,True,100.0,Vevey,Riviera-Pays-d'Enhaut,150.0
https://www.airbnb.com/rooms/3647418,"Studio Apt -  Beautiful View, Free parking",Private room in home,False,85.0,Gilly,Nyon,125.0
https://www.airbnb.com/rooms/3684056,"Clean, quiet and bright apartement near the lake",Entire rental unit,True,64.0,Lausanne,Lausanne,120.0
https://www.airbnb.com/rooms/3758124,Grande Maison au Porte de Lausanne,Entire home,False,73.0,Assens,Gros-de-Vaud,360.75
https://www.airbnb.com/rooms/3770728,2nd nice flat in Lavaux-Lausanne,Entire home,Sin información,100.0,Bourg-en-Lavaux,Lavaux-Oron,289.25
https://www.airbnb.com/rooms/3798768,Cozy studio in Lausanne downtown,Entire rental unit,False,90.25,Lausanne,Lausanne,90.75
https://www.airbnb.com/rooms/3814927,Attractive appartment in quiet neighborhood,Private room in rental unit,False,86.5,Nyon,Nyon,149.5
https://www.airbnb.com/rooms/3876432,Small room with breakfast - Colombo,Private room in farm stay,False,100.0,Vugelles-La Mothe,Jura-Nord vaudois,288.0
https://www.airbnb.com/rooms/3914215,Nice Flat,Entire rental unit,False,92.0,Yverdon-les-Bains,Jura-Nord vaudois,260.25
https://www.airbnb.com/rooms/3949880,Studio bussigny-près-Lausanne  EPFL,Entire condo,False,86.0,Bussigny,Ouest lausannois,95.0
https://www.airbnb.com/rooms/3974321,Wonderfull Swiss Chalet in Villars,Entire home,False,92.0,Gryon,Aigle,290.0
https://www.airbnb.com/rooms/3974478,Chambre spacieuse et calme,Private room in rental unit,False,92.0,Lausanne,Lausanne,260.25
https://www.airbnb.com/rooms/4012191,wintersport Alpe des Chaux,Entire rental unit,False,0.0,Gryon,Aigle,199.75
https://www.airbnb.com/rooms/4128583,Sunset House (Option jacuzzi),Entire home,True,97.0,Montreux,Riviera-Pays-d'Enhaut,568.0
https://www.airbnb.com/rooms/4138941,Ferme rénovée entre lac et montagne 15min Lausanne,Entire home,False,40.0,Corcelles-le-Jorat,Broye-Vully,150.0
https://www.airbnb.com/rooms/4178229,Petit Muveran - 328C Villars Bristol Apartments,Entire serviced apartment,True,56.0,Ollon,Aigle,184.0
https://www.airbnb.com/rooms/4208919,Apartment Villars Sur Ollon,Entire rental unit,True,100.0,Ollon,Aigle,229.0
https://www.airbnb.com/rooms/4234250,"Nyon, Switzerland",Private room in rental unit,False,68.25,Nyon,Nyon,283.25
https://www.airbnb.com/rooms/4292155,Studio au bord du lac.,Entire home,True,100.0,L'Abbaye,Jura-Nord vaudois,80.0
https://www.airbnb.com/rooms/4340750,Ferme au calme proche Lausanne,Entire home,False,40.0,Corcelles-le-Jorat,Broye-Vully,112.5
https://www.airbnb.com/rooms/4352919,Appartement sur 2 étages,Entire rental unit,True,85.0,Rossinière,Riviera-Pays-d'Enhaut,160.0
https://www.airbnb.com/rooms/4353388,Une propriété de charme entre Lausanne et Genève,Entire guesthouse,False,100.0,Tolochenaz,Morges,700.0
https://www.airbnb.com/rooms/4368297,"Joli appartement, vue magnifique (minimum 3 nuits)",Entire rental unit,False,85.0,Leysin,Aigle,88.0
https://www.airbnb.com/rooms/4368702,House for 8-10 with swimming pool in Lausanne,Entire home,False,75.0,Lausanne,Lausanne,375.25
https://www.airbnb.com/rooms/4433901,"Arzier House, Alps View, 30min to Geneva/Lausanne",Entire home,False,85.0,Arzier-Le Muids,Nyon,70.0
https://www.airbnb.com/rooms/4461295,Full apartment 30m2  for your own,Entire rental unit,False,0.0,Chardonne,Riviera-Pays-d'Enhaut,375.25
https://www.airbnb.com/rooms/4555195,Chalet Gryon - vue spectaculaire,Entire chalet,False,67.5,Gryon,Aigle,105.25
https://www.airbnb.com/rooms/4665909,High Mountain Chalet - Great Views!,Entire chalet,True,51.0,Château-d'Oex,Riviera-Pays-d'Enhaut,544.0
https://www.airbnb.com/rooms/4712590,120m2-modern/view -Ouchy/ Lausanne,Entire rental unit,False,67.5,Lausanne,Lausanne,166.0
https://www.airbnb.com/rooms/4740243,Home Away From Home in Switzerland! Modern & Cozy,Entire condo,False,88.0,Villeneuve (Vaud),Aigle,243.0
https://www.airbnb.com/rooms/4765006,"Dans la nature, proche de la Ville et des plages !",Entire rental unit,False,75.0,Yverdon-les-Bains,Jura-Nord vaudois,40.0
https://www.airbnb.com/rooms/4771004,ELEGANT AND COMFORTABLE CHALET,Entire chalet,False,0.0,Rougemont,Riviera-Pays-d'Enhaut,293.75
https://www.airbnb.com/rooms/4790124,"Bel appart, 2 chambres, tout meublé",Entire rental unit,False,70.5,La Tour-de-Peilz,Riviera-Pays-d'Enhaut,293.75
https://www.airbnb.com/rooms/4818688,Lavaux - Loft - Artist flat with lake view,Entire condo,Sin información,100.0,Bourg-en-Lavaux,Lavaux-Oron,73.0
https://www.airbnb.com/rooms/4822509,2 bedroom and 2 bathroom apartment,Entire rental unit,False,25.75,Leysin,Aigle,110.0
https://www.airbnb.com/rooms/4843240,Monthly Room Rental (w/ private bathroom),Private room in rental unit,False,75.0,Lausanne,Lausanne,292.0
https://www.airbnb.com/rooms/4863670,Nice flat with view lake/mountains,Entire rental unit,False,36.0,Pully,Lavaux-Oron,110.0
https://www.airbnb.com/rooms/4900688,"Nice & Neat, in the Neighbourhood",Entire rental unit,False,50.5,Lausanne,Lausanne,476.5
https://www.airbnb.com/rooms/4951936,Beautiful House with Pool,Entire home,False,58.25,Corseaux,Riviera-Pays-d'Enhaut,93.25
https://www.airbnb.com/rooms/4955410,studio meublé au coeur de Lausanne,Entire rental unit,False,69.75,Lausanne,Lausanne,122.5
https://www.airbnb.com/rooms/4973054,Chalet La Chaumière,Entire chalet,False,58.25,Bex,Aigle,170.0
https://www.airbnb.com/rooms/5023983,Charming Swiss Mountain Apartment,Entire rental unit,False,100.0,Château-d'Oex,Riviera-Pays-d'Enhaut,105.0
https://www.airbnb.com/rooms/5076688,Alp Sunrise - Top View Cozy Chalet,Entire chalet,True,51.0,Rougemont,Riviera-Pays-d'Enhaut,567.0
https://www.airbnb.com/rooms/5108203,"La Petite Maison, un belvédère sur le Léman",Entire villa,False,70.0,Echichens,Morges,110.0
https://www.airbnb.com/rooms/5120953,39 - Magnifique chambre indépendante,Private room in home,False,88.0,Lausanne,Lausanne,53.0
https://www.airbnb.com/rooms/5158112,The Alps Wonder Chalet,Entire chalet,True,51.0,Rougemont,Riviera-Pays-d'Enhaut,722.0
https://www.airbnb.com/rooms/5166327,Chambres d'hôtes,Private room in bed and breakfast,False,100.0,Sainte-Croix,Jura-Nord vaudois,50.0
https://www.airbnb.com/rooms/5200254,Double room in Lausanne,Private room in rental unit,False,85.5,Chavannes-près-Renens,Ouest lausannois,140.75
https://www.airbnb.com/rooms/5210816,Appartement de 4 pc,Entire rental unit,False,35.75,Sergey,Jura-Nord vaudois,110.0
https://www.airbnb.com/rooms/5227160,Magnifique vue Lac Léman et Alpes,Entire rental unit,False,100.0,Yens,Morges,150.0
https://www.airbnb.com/rooms/5231575,Charming apartment in Villars,Entire rental unit,False,0.0,Ollon,Aigle,110.0
https://www.airbnb.com/rooms/5246376,Au coeur de Cully (Lavaux UNESCO),Private room in bed and breakfast,False,81.0,Bourg-en-Lavaux,Lavaux-Oron,400.5
https://www.airbnb.com/rooms/5284435,Swiss Chalet - Stunning view,Entire chalet,True,84.0,Château-d'Oex,Riviera-Pays-d'Enhaut,350.0
https://www.airbnb.com/rooms/5286306,Appartement meublé de 6.5 pièces,Entire rental unit,False,85.5,Renens (Vaud),Ouest lausannois,140.75
https://www.airbnb.com/rooms/5294229,"Ground floor, 110 m2, 3 BD+2Bath+terrace+garden",Entire condo,False,93.75,Ormont-Dessus,Aigle,214.5
https://www.airbnb.com/rooms/5336510,Founex-next to Geneva and Nyon,Entire rental unit,False,91.25,Founex,Nyon,227.25
https://www.airbnb.com/rooms/5376946,Chalet in Swiss Alps,Entire chalet,True,98.0,Gryon,Aigle,429.0
https://www.airbnb.com/rooms/5379642,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 2",Private room in bed and breakfast,True,93.0,Lutry,Lavaux-Oron,140.0
https://www.airbnb.com/rooms/5379767,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 3",Private room in bed and breakfast,True,93.0,Lutry,Lavaux-Oron,130.0
